#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
8190,Franceia (cells/ml),cells/ml,Franceia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8191,Golenkinia (cells/ml),cells/ml,Golenkinia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8192,Golenkiniopsis (cells/ml),cells/ml,Golenkiniopsis (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8193,Hydrodictyon (cells/ml),cells/ml,Hydrodictyon (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8194,Kirchneriella (cells/ml),cells/ml,Kirchneriella (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8195,Kirchneriella lunaris (cells/ml),cells/ml,Kirchneriella lunari,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8196,Kirchneriella obesa (cells/ml),cells/ml,Kirchneriella obesa,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8197,Lagerheimia (cells/ml),cells/ml,Lagerheimia (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8198,Lagerheimia chodatella (cells/ml),cells/ml,Lagerheimia chodatel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8199,Micractinium (cells/ml),cells/ml,Micractinium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8200,Monoraphidiuim (cells/ml),cells/ml,Monoraphidiuim (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8201,Monoraphidiuim convolutum (cells/ml),cells/ml,Monoraphidiuim convo,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8202,Nephrocytium (cells/ml),cells/ml,Nephrocytium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8203,Oocystis (cells/ml),cells/ml,Oocystis (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8204,Ourococcus (cells/ml),cells/ml,Ourococcus (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8205,Paradoxia (cells/ml),cells/ml,Paradoxia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8206,Pediastrum (cells/ml),cells/ml,Pediastrum (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8207,Pediastrum boryanum (cells/ml),cells/ml,Pediastrum boryanum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8208,Pediastrum duplex (cells/ml),cells/ml,Pediastrum duplex (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8209,Pediastrum duplex var gracillimum (cells,cells/ml,Pediastrum duplex va,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8210,Polyedriopsis (cells/ml),cells/ml,Polyedriopsis (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8211,Polyedriopsis quadrispina (cells/ml),cells/ml,Polyedriopsis quadri,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8212,Quadrigula (cells/ml),cells/ml,Quadrigula (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8213,Scenedesmus (cells/ml),cells/ml,Scenedesmus (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8214,Schroederia (cells/ml),cells/ml,Schroederia (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8215,Selenastrum (cells/ml),cells/ml,Selenastrum (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8216,Selenastrum minutum (cells/ml),cells/ml,Selenastrum minutum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8217,Sphaerocystis (cells/ml),cells/ml,Sphaerocystis (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8218,Sphaerocystis schroeteri (cells/ml),cells/ml,Sphaerocystis schroe,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8219,Tetraedron (cells/ml),cells/ml,Tetraedron (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8220,Tetrallantos (cells/ml),cells/ml,Tetrallantos (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8221,Tetrastrum (cells/ml),cells/ml,Tetrastrum (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8222,Treubaria (cells/ml),cells/ml,Treubaria (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8223,Westella (cells/ml),cells/ml,Westella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8224,Zoochlorella (cells/ml),cells/ml,Zoochlorella (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8241,Order Oedoginales - total count (cells/m,cells/ml,Order Oedoginales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8242,Order Oedoginales - unknown genus (cells,cells/ml,Order Oedoginales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8243,Bulbochaete (cells/ml),cells/ml,Bulbochaete (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8244,Oedogonium (cells/ml),cells/ml,Oedogonium (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8251,Order Siphonocladales - total count (cel,cells/ml,Order Siphonocladale,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8252,Order Siphonocladales - unknown genus (c,cells/ml,Order Siphonocladale,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8253,Cladophora (cells/ml),cells/ml,Cladophora (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8254,Rhizoclonium (cells/ml),cells/ml,Rhizoclonium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8261,Order Tetrasporales - total count (cells,cells/ml,Order Tetrasporales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8262,Order Tetrasporales - unknown genus (cel,cells/ml,Order Tetrasporales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8263,Asterococcus (cells/ml),cells/ml,Asterococcus (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8264,Gloeocystis (cells/ml),cells/ml,Gloeocystis (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8265,Schizochlamys (cells/ml),cells/ml,Schizochlamys (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8266,Tetraspora (cells/ml),cells/ml,Tetraspora (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8271,Order Ulothricales - total count (cells/,cells/ml,Order Ulothricales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8272,Order Ulothricales - unknown genus (cell,cells/ml,Order Ulothricales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8273,Geminella (cells/ml),cells/ml,Geminella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8274,Hormidium (cells/ml),cells/ml,Hormidium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8275,Microspora (cells/ml),cells/ml,Microspora (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8276,Planctonema (cells/ml),cells/ml,Planctonema (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8277,Planctonema aenigmaticum (cells/ml),cells/ml,Planctonema aenigmat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8278,Ulothrix (cells/ml),cells/ml,Ulothrix (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8279,Uronema (cells/ml),cells/ml,Uronema (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8291,Order Ulvales - total count (cells/ml),cells/ml,Order Ulvales - tota,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8292,Order Ulvales - unknown genus (cells/ml),cells/ml,Order Ulvales - unkn,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8293,Enteromorpha (cells/ml),cells/ml,Enteromorpha (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8301,Order Volvocales - total count (cells/ml,cells/ml,Order Volvocales - t,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8302,Order Volvocales - unknown genus (cells/,cells/ml,Order Volvocales - u,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8303,Carteria (cells/ml),cells/ml,Carteria (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8304,Chlamydomonas (cells/ml),cells/ml,Chlamydomonas (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8305,Chlorogonium (cells/ml),cells/ml,Chlorogonium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8306,Collodictyon (cells/ml),cells/ml,Collodictyon (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8307,Dunaliella (cells/ml),cells/ml,Dunaliella (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8308,Dysmorphococcus (cells/ml),cells/ml,Dysmorphococcus (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8309,Eudorina (cells/ml),cells/ml,Eudorina (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8310,Eudorina elegans (cells/ml),cells/ml,Eudorina elegans (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8311,Gonium (cells/ml),cells/ml,Gonium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8312,Haematococcus (cells/ml),cells/ml,Haematococcus (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8313,Pandorina (cells/ml),cells/ml,Pandorina (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8314,Phacotus (cells/ml),cells/ml,Phacotus (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8315,Pleodorina (cells/ml),cells/ml,Pleodorina (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8316,Pteromonas (cells/ml),cells/ml,Pteromonas (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8317,Pyramimonas (cells/ml),cells/ml,Pyramimonas (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8318,Spermatozopsis (cells/ml),cells/ml,Spermatozopsis (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8319,Sphaerellopsis (cells/ml),cells/ml,Sphaerellopsis (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8320,Spondylomorum (cells/ml),cells/ml,Spondylomorum (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8321,Volvox (cells/ml),cells/ml,Volvox (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8322,Volvox aureus (cells/ml),cells/ml,Volvox aureus (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8323,Volvox globerator (cells/ml),cells/ml,Volvox globerator (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8324,Wislouchiella (cells/ml),cells/ml,Wislouchiella (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8351,Order Zygnematales - total count (cells/,cells/ml,Order Zygnematales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8352,Order Zygnematales - unknown genus (cell,cells/ml,Order Zygnematales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8353,Actinotaenium (cells/ml),cells/ml,Actinotaenium (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8354,Actinotaenium minutissimum (cells/ml),cells/ml,Actinotaenium minuti,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8355,Anthrodesmus (cells/ml),cells/ml,Anthrodesmus (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8356,Bambusina (cells/ml),cells/ml,Bambusina (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8357,Closterium (cells/ml),cells/ml,Closterium (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8358,Closterium aciculare (cells/ml),cells/ml,Closterium aciculare,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8359,Closterium monoliferum (cells/ml),cells/ml,Closterium monolifer,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8360,Cosmarium (cells/ml),cells/ml,Cosmarium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8361,Cylindrocystis (cells/ml),cells/ml,Cylindrocystis (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8362,Desmidium (cells/ml),cells/ml,Desmidium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8363,Docidium (cells/ml),cells/ml,Docidium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8364,Euastrum (cells/ml),cells/ml,Euastrum (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8365,Gonatozygon (cells/ml),cells/ml,Gonatozygon (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8366,Hyalotheca (cells/ml),cells/ml,Hyalotheca (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8367,Mesotaenium (cells/ml),cells/ml,Mesotaenium (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8368,Micrasterias (cells/ml),cells/ml,Micrasterias (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8369,Micrasterias hardyi (cells/ml),cells/ml,Micrasterias hardyi,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8370,Mougeotia (cells/ml),cells/ml,Mougeotia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8371,Netrium (cells/ml),cells/ml,Netrium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8372,Penium (cells/ml),cells/ml,Penium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8373,Pleurotaenium (cells/ml),cells/ml,Pleurotaenium (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8374,Spinoclosterium (cells/ml),cells/ml,Spinoclosterium (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8375,Spirogyra (cells/ml),cells/ml,Spirogyra (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8376,Spondylosium (cells/ml),cells/ml,Spondylosium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8377,Staurastrum (cells/ml),cells/ml,Staurastrum (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8378,Staurastrum leptocladum (cells/ml),cells/ml,Staurastrum leptocla,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8379,Staurastrum pingua (cells/ml),cells/ml,Staurastrum pingua (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8380,Staurastrum proctectum (cells/ml),cells/ml,Staurastrum proctect,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8381,Staurodesmus (cells/ml),cells/ml,Staurodesmus (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8382,Triploceras (cells/ml),cells/ml,Triploceras (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8383,Xanthidium (cells/ml),cells/ml,Xanthidium (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8384,Zygnema (cells/ml),cells/ml,Zygnema (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8401,Division EUGLENOPHYTA - total count (cel,cells/ml,Division EUGLENOPHYT,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8402,Division EUGLENOPHYTA - unknown genus (c,cells/ml,Division EUGLENOPHYT,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8411,Sub-phyllum EUGLENOPHYCEAE - total count,cells/ml,Sub-phyllum EUGLENOP,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8412,Sub-phyllum EUGLENOPHYCEAE - unk. genus,cells/ml,Sub-phyllum EUGLENOP,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8421,Order Euglenales - total count (cells/ml,cells/ml,Order Euglenales - t,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8422,Order Euglenales - unknown genus (cells/,cells/ml,Order Euglenales - u,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8423,Euglena (cells/ml),cells/ml,Euglena (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8424,Euglena acus (cells/ml),cells/ml,Euglena acus (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8425,Lepocinclis (cells/ml),cells/ml,Lepocinclis (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8426,Phacus (cells/ml),cells/ml,Phacus (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8427,Strombomonas (cells/ml),cells/ml,Strombomonas (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8428,Strombomonas schaunslandii (cells/ml),cells/ml,Strombomonas schauns,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8429,Trachelomonas (cells/ml),cells/ml,Trachelomonas (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8430,Trachelomonas bulla (cells/ml),cells/ml,Trachelomonas bulla,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8431,Trachelomonas hispida (cells/ml),cells/ml,Trachelomonas hispid,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8432,Trachelomonas planktonia var. (cells/ml),cells/ml,Trachelomonas plankt,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8433,Trachelomonas scabra var. (cells/ml),cells/ml,Trachelomonas scabra,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8434,Trachelomonas volvocina (cells/ml),cells/ml,Trachelomonas volvoc,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8451,Division PYRROPHYTA - total count (cells,cells/ml,Division PYRROPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8452,Division PYRROPHYTA - unknown genus (cel,cells/ml,Division PYRROPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8461,Sub-phyllum DINOPHYCEAE - total count (c,cells/ml,Sub-phyllum DINOPHYC,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8462,Sub-phyllum DINOPHYCEAE - unknown genus,cells/ml,Sub-phyllum DINOPHYC,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8471,Order Dinococcales - total count (cells/,cells/ml,Order Dinococcales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8472,Order Dinococcales - unknown genus (cell,cells/ml,Order Dinococcales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8473,Cystodinium (cells/ml),cells/ml,Cystodinium (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8474,Cystodinium cornifax (cells/ml),cells/ml,Cystodinium cornifax,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8481,Order Peridinales - total count (cells/m,cells/ml,Order Peridinales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8482,Order Peridinales - unknown genus (cells,cells/ml,Order Peridinales -,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8483,Ceratium (cells/ml),cells/ml,Ceratium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8484,Ceratium hirundinella (cells/ml),cells/ml,Ceratium hirundinell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8485,Glenodinium (cells/ml),cells/ml,Glenodinium (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8486,Gymnodinium (cells/ml),cells/ml,Gymnodinium (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8487,Peridinium (cells/ml),cells/ml,Peridinium (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8491,Order Prorocentrales - total count (cell,cells/ml,Order Prorocentrales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8492,Order Prorocentrales - unknown genus (ce,cells/ml,Order Prorocentrales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8493,Prorocentrum (cells/ml),cells/ml,Prorocentrum (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8494,Prorocentrum minimum (cells/ml),cells/ml,Prorocentrum minimum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8495,Prorocentrum triestinum (cells/ml),cells/ml,Prorocentrum triesti,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
